NAME,Year,Industry,Category,NAICS Code,BEA Line Code,BEA Employment,NAICS Employment
"Cheatham County, Tennessee",2029,Educational services,BEA and NAICS,61,1500,303.13701478743064,585.8910985189963
"Cheatham County, Tennessee",2029,"Professional, scientific, and technical services",BEA and NAICS,54,1200,804.5750924214418,835.3188719317889
"Cheatham County, Tennessee",2048,Government,BEA,NA,2000,1966.357142857143,0
"Cheatham County, Tennessee",2050,Information,BEA and NAICS,51,900,130.0,130.0
"Cheatham County, Tennessee",2026,Finance and insurance,BEA and NAICS,52,1000,567.7142857142857,567.7142857142857
"Cheatham County, Tennessee",2029,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,592.75,592.75
"Cheatham County, Tennessee",2029,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",467.51178373382623,467.51178373382623
"Cheatham County, Tennessee",2029,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,1126.25,1181.2824143800497
"Cheatham County, Tennessee",2026,Government,BEA,NA,2000,1811.2857142857142,0
"Cheatham County, Tennessee",2029,Accommodation and food services,BEA and NAICS,72,1800,1139.75,1228.626818555546
"Cheatham County, Tennessee",2028,Public Administration,NAICS,92,NA,0,1199.7234597794115
"Cheatham County, Tennessee",2028,Wholesale trade,BEA and NAICS,42,600,228.7636651703195,228.7636651703195
"Cheatham County, Tennessee",2028,Utilities,BEA and NAICS,22,300,36.627277528386585,53.29438880061647
"Cheatham County, Tennessee",2026,Health care and social assistance,BEA and NAICS,62,1600,844.4273831528915,847.3751515751776
"Cheatham County, Tennessee",2028,Transportation and warehousing,BEA and NAICS,48-49,800,1093.5,1198.175619575952
"Cheatham County, Tennessee",2029,Construction,BEA and NAICS,23,400,2004.0,2059.068870394545
"Cheatham County, Tennessee",2028,Total employment (number of jobs),BEA and NAICS,NA,10,17846.0,17846.0
"Cheatham County, Tennessee",2026,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,583.0,583.0
"Cheatham County, Tennessee",2029,Retail trade,BEA and NAICS,44-45,700,1496.5,1496.5
"Cheatham County, Tennessee",2050,Government,BEA,NA,2000,1980.0,0
"Cheatham County, Tennessee",2030,Information,BEA and NAICS,51,900,187.71428571428572,187.71428571428572
"Cheatham County, Tennessee",2030,Health care and social assistance,BEA and NAICS,62,1600,880.3561526274096,883.429342955974
"Cheatham County, Tennessee",2025,Wholesale trade,BEA and NAICS,42,600,227.91325587536306,227.91325587536306
"Cheatham County, Tennessee",2048,Educational services,BEA and NAICS,61,1500,394.632096646422,762.7291334816362
"Cheatham County, Tennessee",2030,Government,BEA,NA,2000,1840.5714285714287,0
"Cheatham County, Tennessee",2030,Finance and insurance,BEA and NAICS,52,1000,574.4285714285714,574.4285714285714
"Cheatham County, Tennessee",2048,Other services (except government and government enterprises),BEA and NAICS,81,1900,1313.5714285714287,1313.5714285714287
"Cheatham County, Tennessee",2025,Public Administration,NAICS,92,NA,0,1215.296571650427
"Cheatham County, Tennessee",2030,Educational services,BEA and NAICS,61,1500,308.3209664642197,595.9104329929243
"Cheatham County, Tennessee",2030,Construction,BEA and NAICS,23,400,2018.5714285714287,2074.040714191254
"Cheatham County, Tennessee",2030,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,596.0,596.0
"Cheatham County, Tennessee",2029,Real estate and rental and leasing,BEA and NAICS,53,1100,992.75,992.75
"Cheatham County, Tennessee",2030,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",464.01122260364406,464.01122260364406
"Cheatham County, Tennessee",2026,Accommodation and food services,BEA and NAICS,72,1800,1020.7142857142857,1100.308791850265
"Cheatham County, Tennessee",2030,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,1149.142857142857,1205.2938945645308
"Cheatham County, Tennessee",2030,Accommodation and food services,BEA and NAICS,72,1800,1181.4285714285713,1273.555452568466
"Cheatham County, Tennessee",2029,Public Administration,NAICS,92,NA,0,1193.5498651347848
"Cheatham County, Tennessee",2029,Wholesale trade,BEA and NAICS,42,600,229.047134935305,229.047134935305
"Cheatham County, Tennessee",2026,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,1058.5714285714284,1110.2968372356006
"Cheatham County, Tennessee",2029,Utilities,BEA and NAICS,22,300,36.50785582255083,53.12062467585696
"Cheatham County, Tennessee",2029,Transportation and warehousing,BEA and NAICS,48-49,800,1123.75,1231.3213100123237
"Cheatham County, Tennessee",2050,Health care and social assistance,BEA and NAICS,62,1600,1022.0,1025.567647600825
"Cheatham County, Tennessee",2048,Finance and insurance,BEA and NAICS,52,1000,511.14285714285717,511.14285714285717
"Cheatham County, Tennessee",2029,Total employment (number of jobs),BEA and NAICS,NA,10,18002.0,18002.0
"Cheatham County, Tennessee",2026,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",476.0134671243728,476.0134671243728
"Cheatham County, Tennessee",2050,"Professional, scientific, and technical services",BEA and NAICS,54,1200,872.0,905.3201661169248
"Cheatham County, Tennessee",2028,Retail trade,BEA and NAICS,44-45,700,1492.0,1492.0
"Cheatham County, Tennessee",2028,Real estate and rental and leasing,BEA and NAICS,53,1100,978.7857142857142,978.7857142857142
"Cheatham County, Tennessee",2048,Health care and social assistance,BEA and NAICS,62,1600,1012.0356152627409,1015.5684787018226
"Cheatham County, Tennessee",2027,Total employment (number of jobs),BEA and NAICS,NA,10,17692.0,17692.0
"Cheatham County, Tennessee",2027,Retail trade,BEA and NAICS,44-45,700,1487.5,1487.5
"Cheatham County, Tennessee",2027,Real estate and rental and leasing,BEA and NAICS,53,1100,964.8214285714286,964.8214285714286
"Cheatham County, Tennessee",2027,"Professional, scientific, and technical services",BEA and NAICS,54,1200,792.3917678901505,822.6700079541225
"Cheatham County, Tennessee",2026,Retail trade,BEA and NAICS,44-45,700,1483.0,1483.0
"Cheatham County, Tennessee",2027,Other services (except government and government enterprises),BEA and NAICS,81,1900,1184.0714285714287,1184.0714285714287
"Cheatham County, Tennessee",2048,Management of companies and enterprises,BEA and NAICS,55,1300,126.73643385265382,126.73643385265382
"Cheatham County, Tennessee",2027,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,18.22075521520993,18.22075521520993
"Cheatham County, Tennessee",2027,Manufacturing,BEA and NAICS,31-33,500,2877.3214285714284,2877.3214285714284
"Cheatham County, Tennessee",2026,Total employment (number of jobs),BEA and NAICS,NA,10,17540.0,17540.0
"Cheatham County, Tennessee",2027,Management of companies and enterprises,BEA and NAICS,55,1300,132.46898930551887,132.46898930551887
"Cheatham County, Tennessee",2027,Information,BEA and NAICS,51,900,196.32142857142856,196.32142857142856
"Cheatham County, Tennessee",2026,Real estate and rental and leasing,BEA and NAICS,53,1100,951.8571428571429,951.8571428571429
"Cheatham County, Tennessee",2027,Health care and social assistance,BEA and NAICS,62,1600,852.909575521521,855.8869539959144
"Cheatham County, Tennessee",2026,Transportation and warehousing,BEA and NAICS,48-49,800,1035.0,1134.0756893105718
"Cheatham County, Tennessee",2027,Finance and insurance,BEA and NAICS,52,1000,570.6428571428571,570.6428571428571
"Cheatham County, Tennessee",2050,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,19.0,19.0
"Cheatham County, Tennessee",2027,Educational services,BEA and NAICS,61,1500,291.76911143385263,563.9196695651417
"Cheatham County, Tennessee",2027,Construction,BEA and NAICS,23,400,1974.857142857143,2029.1251828011252
"Cheatham County, Tennessee",2026,Utilities,BEA and NAICS,22,300,36.866120940058096,53.641917050135476
"Cheatham County, Tennessee",2027,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,586.25,586.25
"Cheatham County, Tennessee",2027,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",473.51290599419065,473.51290599419065
"Cheatham County, Tennessee",2027,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,1081.4642857142858,1134.308317420082
"Cheatham County, Tennessee",2048,Manufacturing,BEA and NAICS,31-33,500,2735.0714285714284,2735.0714285714284
"Cheatham County, Tennessee",2026,Wholesale trade,BEA and NAICS,42,600,229.19672564034855,229.19672564034855
"Cheatham County, Tennessee",2027,Accommodation and food services,BEA and NAICS,72,1800,1059.392857142857,1142.0034881964452
"Cheatham County, Tennessee",2027,Government,BEA,NA,2000,1818.607142857143,0
"Cheatham County, Tennessee",2027,Transportation and warehousing,BEA and NAICS,48-49,800,1064.25,1166.125654443262
"Cheatham County, Tennessee",2027,Utilities,BEA and NAICS,22,300,36.74669923422234,53.468152925375975
"Cheatham County, Tennessee",2050,Manufacturing,BEA and NAICS,31-33,500,2720.0,2720.0
"Cheatham County, Tennessee",2026,Information,BEA and NAICS,51,900,198.85714285714286,198.85714285714286
"Cheatham County, Tennessee",2028,"Professional, scientific, and technical services",BEA and NAICS,54,1200,798.9834301557962,829.5135455427934
"Cheatham County, Tennessee",2028,Other services (except government and government enterprises),BEA and NAICS,81,1900,1192.2857142857142,1192.2857142857142
"Cheatham County, Tennessee",2028,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,18.16767890150515,18.16767890150515
"Cheatham County, Tennessee",2026,Management of companies and enterprises,BEA and NAICS,55,1300,132.83720623184578,132.83720623184578
"Cheatham County, Tennessee",2050,Management of companies and enterprises,BEA and NAICS,55,1300,125.0,125.0
"Cheatham County, Tennessee",2028,Manufacturing,BEA and NAICS,31-33,500,2870.785714285714,2870.785714285714
"Cheatham County, Tennessee",2028,Management of companies and enterprises,BEA and NAICS,55,1300,133.10077237919197,133.10077237919197
"Cheatham County, Tennessee",2048,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,19.10615262740956,19.10615262740956
"Cheatham County, Tennessee",2026,Manufacturing,BEA and NAICS,31-33,500,2883.8571428571427,2883.8571428571427
"Cheatham County, Tennessee",2028,Information,BEA and NAICS,51,900,192.78571428571428,192.78571428571428
"Cheatham County, Tennessee",2028,Health care and social assistance,BEA and NAICS,62,1600,862.3917678901505,865.4022472655757
"Cheatham County, Tennessee",2028,Government,BEA,NA,2000,1825.9285714285713,0
"Cheatham County, Tennessee",2028,Finance and insurance,BEA and NAICS,52,1000,572.5714285714286,572.5714285714286
"Cheatham County, Tennessee",2026,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,18.27383152891471,18.27383152891471
"Cheatham County, Tennessee",2028,Educational services,BEA and NAICS,61,1500,296.95306311064166,573.9390040390697
"Cheatham County, Tennessee",2028,Construction,BEA and NAICS,23,400,1989.4285714285713,2044.0970265978349
"Cheatham County, Tennessee",2028,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,589.5,589.5
"Cheatham County, Tennessee",2048,Information,BEA and NAICS,51,900,136.07142857142858,136.07142857142858
"Cheatham County, Tennessee",2028,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",470.0123448640084,470.0123448640084
"Cheatham County, Tennessee",2026,Other services (except government and government enterprises),BEA and NAICS,81,1900,1175.857142857143,1175.857142857143
"Cheatham County, Tennessee",2028,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,1104.357142857143,1158.319797604563
"Cheatham County, Tennessee",2028,Accommodation and food services,BEA and NAICS,72,1800,1099.0714285714287,1184.7761637648725
"Cheatham County, Tennessee",2027,Public Administration,NAICS,92,NA,0,1204.8811553497062
"Cheatham County, Tennessee",2050,Other services (except government and government enterprises),BEA and NAICS,81,1900,1322.0,1322.0
"Cheatham County, Tennessee",2026,"Professional, scientific, and technical services",BEA and NAICS,54,1200,785.8001056245049,815.8264703654518
"Cheatham County, Tennessee",2027,Wholesale trade,BEA and NAICS,42,600,228.48019540533403,228.48019540533403
"Cheatham County, Tennessee",2030,Management of companies and enterprises,BEA and NAICS,55,1300,132.36433852653815,132.36433852653815
"Cheatham County, Tennessee",2025,Utilities,BEA and NAICS,22,300,35.98554264589385,52.36063476148594
"Cheatham County, Tennessee",2030,Manufacturing,BEA and NAICS,31-33,500,2858.714285714286,2858.714285714286
"Cheatham County, Tennessee",2030,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,18.06152627409559,18.06152627409559
"Cheatham County, Tennessee",2033,Educational services,BEA and NAICS,61,1500,323.87282149458673,625.9684364147081
"Cheatham County, Tennessee",2033,Construction,BEA and NAICS,23,400,2062.285714285714,2118.9562455813834
"Cheatham County, Tennessee",2033,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,602.75,602.75
"Cheatham County, Tennessee",2033,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",454.5095392130974,454.5095392130974
"Cheatham County, Tennessee",2025,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",479.51402825455506,479.51402825455506
"Cheatham County, Tennessee",2048,Accommodation and food services,BEA and NAICS,72,1800,2111.6428571428573,2276.3071248054152
"Cheatham County, Tennessee",2033,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,1215.8214285714287,1275.2306082999853
"Cheatham County, Tennessee",2033,Accommodation and food services,BEA and NAICS,72,1800,1311.4642857142858,1413.7312507184597
"Cheatham County, Tennessee",2050,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,623.0,623.0
"Cheatham County, Tennessee",2025,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,579.75,579.75
"Cheatham County, Tennessee",2032,Public Administration,NAICS,92,NA,0,1176.536511012293
"Cheatham County, Tennessee",2032,Wholesale trade,BEA and NAICS,42,600,227.89754423026142,227.89754423026142
"Cheatham County, Tennessee",2025,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,1034.6785714285713,1085.2364936421252
"Cheatham County, Tennessee",2032,Utilities,BEA and NAICS,22,300,37.14959070504357,54.05437871498749
"Cheatham County, Tennessee",2025,Construction,BEA and NAICS,23,400,1945.7142857142858,1999.181495207706
"Cheatham County, Tennessee",2032,Total employment (number of jobs),BEA and NAICS,NA,10,18457.0,18457.0
"Cheatham County, Tennessee",2032,Retail trade,BEA and NAICS,44-45,700,1505.0,1505.0
"Cheatham County, Tennessee",2032,Real estate and rental and leasing,BEA and NAICS,53,1100,1035.642857142857,1035.642857142857
"Cheatham County, Tennessee",2032,"Professional, scientific, and technical services",BEA and NAICS,54,1200,820.3500792183787,851.6966398990999
"Cheatham County, Tennessee",2025,Educational services,BEA and NAICS,61,1500,280.4012080802746,541.948240611287
"Cheatham County, Tennessee",2032,Other services (except government and government enterprises),BEA and NAICS,81,1900,1223.142857142857,1223.142857142857
